state,city,site_id,rmse,adj_r2
Karnataka,Belgaum,site_5432,11.655270824094952,0.8611544031183772
Karnataka,Mangalore,site_5421,10.13111587692781,0.7644927284830016
Karnataka,Mysuru,site_5125,4.653303813083145,0.8166953162269709
Karnataka,Chikkamagaluru,site_5265,6.259855454074453,0.7679281696931979
Karnataka,Shivamogga,site_5266,9.126932834306936,0.726575936229849
Karnataka,Vijayapura,site_5267,5.476872972805242,0.8079838596090105
Karnataka,Ramanagara,site_5255,6.177914357661119,0.8907902988653266
Karnataka,Bengaluru,site_5686,6.933853562001188,0.8160869787371
Karnataka,Madikeri,site_5391,3.3616214739145396,0.9333402238705616
Karnataka,Haveri,site_5420,7.752825695903953,0.8938743231020485
Karnataka,Bengaluru,site_1558,9.046416898258538,0.8345751711670351
Karnataka,Hassan,site_5448,8.243436413875513,0.7682425431599946
Karnataka,Koppal,site_5415,6.148031500000669,0.8655334725302991
Karnataka,Bagalkot,site_5264,23.46291768604635,0.46201119389064116
Karnataka,Gadag,site_5419,78.11537429657116,0.37128958602483486
Karnataka,Chamarajanagar,site_5124,6.514649673682708,0.7529922449518117
Karnataka,Bengaluru,site_5678,15.863924614686843,0.7305047634294133
Karnataka,Raichur,site_5414,8.650964855969578,0.859475443115786
Karnataka,Bengaluru,site_1553,22.89154677504217,0.6103348085522424
Karnataka,Kalaburagi,site_5679,8.846532791781614,0.9212057885627012
Karnataka,Yadgir,site_5254,10.19259738342113,0.7686803999610601
Karnataka,Bengaluru,site_1555,11.908473415996058,0.6640918822003155
Karnataka,Chikkaballapur,site_1557,10.347628179332578,0.7924285776897917
Karnataka,Hubballi,site_5680,16.73893285714245,0.5497924511093735
Karnataka,Bengaluru,site_1556,30.590715332182697,0.6108456310438037
Punjab,Mandi Gobindgarh,site_255,33.31206935286517,0.7647304479406973
Punjab,Patiala,site_1437,18.31347672552426,0.7857283198001309
Punjab,Ludhiana,site_253,28.787106937556015,0.6428727537082028
Punjab,Khanna,site_1450,12.339148200968753,0.8756732879824775
Odisha,Brajrajnagar,site_1410,17.39769152304077,0.8485918203276015
Odisha,Talcher,site_1408,22.143690673096312,0.8078914008796397
Bihar,Chhapra,site_5545,23.53316463396188,0.9264469697584694
Bihar,Bhagalpur,site_5541,20.15072506089237,0.9218079015910348
Bihar,Aurangabad,site_5544,16.1174648059277,0.917453504698796
Bihar,Patna,site_5263,32.3279383529243,0.8188692825914307
Bihar,Rajgir,site_5489,20.581152997789502,0.9297778934787713
Bihar,Bihar Sharif,site_5481,24.490355548514877,0.914871823409321
Bihar,Hajipur,site_5337,26.57873257844666,0.7350878571684951
Bihar,Motihari,site_5478,25.414058259205564,0.9039846968633976
Bihar,Patna,site_5336,28.631319664675228,0.8420770977868648
Bihar,Bhagalpur,site_5543,17.94640710405112,0.9457361564859769
Bihar,Manguraha,site_5550,14.606625292268237,0.8963158597714858
Bihar,Bettiah,site_5476,38.45857810022669,0.881181260710667
Bihar,Purnia,site_5549,27.057771992123307,0.9224915557234393
Bihar,Gaya,site_5338,20.19619730993589,0.6200459606289447
Bihar,Muzaffarpur,site_158,56.20368403009727,0.781578959680283
Bihar,Patna,site_5262,20.08179462259818,0.907653797180898
Bihar,Darbhanga,site_5477,23.971591024242137,0.9390717588247908
Bihar,Gaya,site_5548,33.93036785068066,0.8553387635959117
Bihar,Sasaram,site_5485,15.091351255336658,0.9458423762653846
Bihar,Munger,site_5490,35.02906531907429,0.8371673010988723
Bihar,Buxar,site_5542,30.187817669724293,0.8615883119834273
Bihar,Begusarai,site_5540,46.77794539392303,0.9148253153555256
Bihar,Muzaffarpur,site_5370,17.37888776846858,0.9339635879402447
Bihar,Saharsa,site_5551,35.09292135489891,0.8494459509521217
Bihar,Patna,site_5335,22.199989986461183,0.8546605363505937
Bihar,Kishanganj,site_5547,18.72146494432817,0.9484502560514844
Bihar,Araria,site_5539,23.673263215386577,0.8920683360736752
Bihar,Patna,site_157,54.29977033977413,0.8965088824094224
Bihar,Siwan,site_5553,33.23277845064693,0.9152227297116438
Bihar,Samastipur,site_5552,25.51280532892272,0.9253425986867582
Bihar,Muzaffarpur,site_5479,30.783138349197237,0.8628425034066728
Bihar,Patna,site_5261,45.85654578051036,0.733781549946251
Bihar,Katihar,site_5546,31.637882733712452,0.8976503964906807
Bihar,Arrah,site_5538,15.561275676818276,0.9480894970641761
Rajasthan,Jhunjhunu,site_5717,8.841284509699538,0.8099191886677558
Rajasthan,Jodhpur,site_136,38.18343298780377,0.5972597370859749
Rajasthan,Bhiwadi,site_1391,45.016375241865745,0.723353419722037
Rajasthan,Jodhpur,site_5720,17.501439889621764,0.7005054149251957
Rajasthan,Dausa,site_5713,13.72236174544387,0.683092817848403
Rajasthan,Pali,site_1395,25.55198549065571,0.6039213060014301
Rajasthan,Pratapgarh,site_5721,5.5862483283680024,0.6367875498774506
Rajasthan,Alwar,site_1390,35.76951665325082,0.30749728191848047
Rajasthan,Jhalawar,site_5724,7.664799982085263,0.8153117329241493
Rajasthan,Jodhpur,site_5694,16.996442155000988,0.8416835709838324
Rajasthan,Sirohi,site_5705,8.69483412979799,0.7145097699612346
Rajasthan,Karauli,site_5723,6.278658127337081,0.497437939225857
Rajasthan,Ajmer,site_1392,29.32704345044476,0.4919645750387772
Rajasthan,Sri Ganganagar,site_5719,28.093738405594504,0.7384539334104947
Rajasthan,Kota,site_5707,13.28768209472007,0.9161113048464861
Rajasthan,Bikaner,site_5696,15.720814080147141,0.7844420190289421
Rajasthan,Kota,site_5701,12.36637161126713,0.8628457537512875
Rajasthan,Sikar,site_5722,11.14307564287855,0.7809081496057227
Rajasthan,Kota,site_1394,19.506375883933945,0.768019266395786
Rajasthan,Barmer,site_5714,5.245633525040961,0.7409067987837541
Rajasthan,Bharatpur,site_5695,17.176170506237014,0.8820775269783089
Rajasthan,Churu,site_5699,9.882748759527288,0.8999601554263067
Rajasthan,Dholpur,site_5700,24.236294302747954,0.7520908862492884
Rajasthan,Rajsamand,site_5718,8.757007005022281,0.7140781410010488
Rajasthan,Jaipur,site_1393,20.041696963381977,0.6790495940493816
Rajasthan,Jaipur,site_134,24.789543184920813,0.7269075368102653
Rajasthan,Jaipur,site_1396,37.332368819660566,0.4795523489844945
Rajasthan,Udaipur,site_1397,20.173456803581583,0.6633902850600206
Uttar Pradesh,Agra,site_5463,11.44606191856333,0.9644712971461525
Uttar Pradesh,Lucknow,site_297,52.114339536792386,0.7488795435581515
Uttar Pradesh,Firozabad,site_5480,23.240512917251458,0.918512432754985
Uttar Pradesh,Varanasi,site_5469,7.745795231411776,0.9641779961841697
Uttar Pradesh,Ghaziabad,site_5081,26.7502174993613,0.9298393531410757
Uttar Pradesh,Baghpat,site_1569,37.47194459879955,0.8726736662040079
Uttar Pradesh,Meerut,site_5258,19.550739089636327,0.9374599004145179
Uttar Pradesh,Agra,site_5465,22.414619372713304,0.9230912627999148
Uttar Pradesh,Lucknow,site_5128,33.36659278911308,0.7074082871756897
Uttar Pradesh,Agra,site_5501,18.847946470752788,0.9507361671769533
Uttar Pradesh,Moradabad,site_5556,16.996393497618254,0.8223653478184901
Uttar Pradesh,Moradabad,site_1398,44.847105511722894,0.8309392259877917
Uttar Pradesh,Lucknow,site_272,38.39132847068567,0.7084967753858447
Uttar Pradesh,Varanasi,site_273,83.35728491808237,0.5393813345333607
Uttar Pradesh,Varanasi,site_5468,10.395675158719131,0.9273233745411014
Uttar Pradesh,Noida,site_153,52.475182135667346,0.8189533918645691
Uttar Pradesh,Prayagraj,site_5484,12.945037178777847,0.953401792425631
Uttar Pradesh,Gorakhpur,site_5472,8.619887490591495,0.9742758124840389
Uttar Pradesh,Prayagraj,site_5459,8.715956148554397,0.9665579826355178
Uttar Pradesh,Lucknow,site_5462,9.659572100472781,0.9572954165643531
Uttar Pradesh,Jhansi,site_5583,11.352785732304605,0.8230440689443048
Uttar Pradesh,Greater Noida,site_5121,27.238518209119466,0.927581011763338
Uttar Pradesh,Vrindavan,site_5483,14.954372145265182,0.9645680925040312
Uttar Pradesh,Agra,site_307,71.50480525607964,0.6028663205340925
Uttar Pradesh,Moradabad,site_5554,8.859043778961443,0.9778821864033291
Uttar Pradesh,Kanpur,site_276,42.04645132046809,0.8200084058243846
Uttar Pradesh,Muzaffarnagar,site_1550,45.35778077206806,0.7954985294521932
Uttar Pradesh,Ghaziabad,site_144,40.59989865801124,0.900430869900021
Uttar Pradesh,Moradabad,site_5555,17.2260278700677,0.9092345883866375
Uttar Pradesh,Varanasi,site_5475,11.142627761119831,0.948999337778545
Uttar Pradesh,Greater Noida,site_1541,25.598550953423786,0.9314355434403879
Uttar Pradesh,Lucknow,site_277,45.31355296318946,0.7467704983531143
Uttar Pradesh,Ghaziabad,site_5082,25.086499451521206,0.9464090552968221
Uttar Pradesh,Noida,site_5123,22.494553414381603,0.957306522747399
Uttar Pradesh,Noida,site_5122,29.792572891170952,0.9221118909201249
Uttar Pradesh,Bulandshahr,site_1542,34.0898199449897,0.8669806949339083
Uttar Pradesh,Meerut,site_5257,26.196015837912167,0.9033823002458122
Uttar Pradesh,Moradabad,site_5537,17.260941025102564,0.9081540058844126
Uttar Pradesh,Agra,site_5464,9.028319864790188,0.9793091234193849
Uttar Pradesh,Hapur,site_5023,20.759625992169806,0.9375146507904897
Uttar Pradesh,Meerut,site_5109,26.11152145874018,0.9165114489819486
Uttar Pradesh,Agra,site_5482,14.06930973465065,0.749883165734547
Uttar Pradesh,Ghaziabad,site_5083,34.091143679717796,0.9282834713418852
West Bengal,Asansol,site_1418,20.839957482750822,0.7881669923860044
Jammu and Kashmir,Srinagar,site_5424,10.99899372580234,0.7318944660919846
Telangana,Hyderabad,site_5596,4.702812465517277,0.8027963277590373
Telangana,Hyderabad,site_5600,9.06617060022338,0.8225348517877771
Telangana,Hyderabad,site_5604,6.990953741803669,0.8354134558641271
Telangana,Hyderabad,site_298,8.62388790721303,0.8903562464476432
Telangana,Hyderabad,site_5599,5.1867074156506385,0.7983509316588306
Telangana,Hyderabad,site_5597,5.2961965835345675,0.8673880924873708
Telangana,Hyderabad,site_262,23.542522824256395,0.5676288364766295
Telangana,Hyderabad,site_5595,14.267372232283755,0.7507370814681127
Telangana,Hyderabad,site_275,8.224642212284305,0.8971499329626972
Telangana,Hyderabad,site_199,8.047180880563186,0.8964945203185021
Telangana,Hyderabad,site_5602,10.220875325053346,0.7174627465383812
Telangana,Hyderabad,site_294,45.91509513254707,0.4466893453524329
Telangana,Hyderabad,site_251,6.413615287059019,0.9351303400554293
Telangana,Hyderabad,site_5598,12.661150932642643,0.7174455058046167
Chhattisgarh,Tumidih,site_5692,13.606634476378954,0.8282731372804176
Chhattisgarh,Kunjemura,site_5690,17.123984551048437,0.3251932356685292
Chhattisgarh,Bhilai,site_5659,10.933848970028567,0.8116824203171262
Chhattisgarh,Bhilai,site_5660,5.688614172141928,0.9134544701854842
Chhattisgarh,Bilaspur,site_5503,8.505427521246862,0.38241016490591395
Chhattisgarh,Milupara,site_5691,4.107761742670993,0.8061734110047566
Chhattisgarh,Chhal,site_5689,10.435491297483173,0.7454577298217193
Haryana,Faridabad,site_263,58.5156933259554,0.6933646013774464
Haryana,Bhiwani,site_5047,20.241612087373717,0.8525172611704472
Haryana,Faridabad,site_5342,41.1166759209134,0.8127495759550178
Haryana,Kaithal,site_5072,24.481415619763297,0.7815483729742215
Haryana,Faridabad,site_5340,36.72448292748666,0.7947308213078016
Haryana,Jind,site_5056,20.213287906711432,0.9225877054342781
Haryana,Dharuhera,site_5044,29.049734110645367,0.7928636832447479
Haryana,Bahadurgarh,site_5045,22.841690504626605,0.889653365547135
Haryana,Yamuna Nagar,site_5046,24.634439756636855,0.7874167725955754
Haryana,Ballabgarh,site_5060,30.330742278674784,0.7710218853578052
Haryana,Palwal ,site_5050,14.633587090472666,0.9072591919721559
Haryana,Ambala,site_5052,22.752603246666958,0.7689076365411316
Haryana,Gurugram,site_5344,21.874586718854275,0.8895714520120875
Haryana,Kurukshetra ,site_5043,15.114508306020507,0.921681068598956
Haryana,Gurugram,site_5345,36.74521352463797,0.8512089596337749
Haryana,Panchkula,site_161,25.754983599177883,0.5807122010258395
Haryana,Charkhi Dadri,site_5339,28.931227736561468,0.8106863217334601
Haryana,Panipat,site_5048,26.37647600010277,0.7718164645947574
Haryana,Faridabad,site_5341,27.359717278564247,0.8267357433229925
Haryana,Fatehabad,site_5054,28.764684294902455,0.7927776905939633
Haryana,Mandikhera,site_5055,18.02603527930199,0.8265774386903295
Haryana,Sonipat,site_5041,19.654544085125895,0.8194641456898926
Haryana,Karnal,site_5049,20.882215213233057,0.8144684562899346
Haryana,Manesar,site_5039,31.98842662603676,0.7860128213778694
Haryana,Sirsa,site_5051,57.09320238657428,0.4264975803796045
Haryana,Hisar,site_5057,26.480014177862152,0.8599050004073697
Haryana,Narnaul,site_5053,24.24095492480214,0.8093021043897161
Gujarat,Ankleshwar,site_5065,17.132376938358842,0.8069797558336189
Gujarat,Gandhinagar,site_5457,7.673230690800108,0.9762730245300076
Gujarat,Surat,site_5664,18.073702135850002,0.8557569820232963
Gujarat,Gandhinagar,site_5458,11.087611189930984,0.9109326387096128
Gujarat,Ahmedabad,site_5456,23.090606926772455,0.7661330422682162
Gujarat,Ahmedabad,site_5453,25.720249336190513,0.8036359081849023
Gujarat,Vapi,site_5071,18.560139539348448,0.8981957335924222
Gujarat,Ahmedabad,site_5454,21.209279151679194,0.802189467796887
Gujarat,Ahmedabad,site_308,33.76364637049877,0.5484521168256515
Gujarat,Vatva,site_5067,21.916713239942013,0.6954509622394328
Gujarat,Gandhinagar,site_5066,8.126515569355963,0.7801312947909824
Gujarat,Ahmedabad,site_5455,14.526028594609867,0.8008414815795577
Gujarat,Ahmedabad,site_5449,6.999850269660017,0.9600342417096366
Manipur,Imphal,site_5591,12.734472931692588,0.9228058977669078
Manipur,Imphal,site_5592,5.53946655511534,0.8682935056857014
Sikkim,Gangtok,site_5590,5.029207965667595,0.9469410408360367
Himachal Pradesh,Baddi,site_5586,14.093753260538033,0.9396640921071691
Maharashtra,Kalyan,site_5118,15.66281031703287,0.8687707410608035
Maharashtra,Nashik,site_304,19.7916009834303,0.5350973345422683
Maharashtra,Mumbai,site_5120,12.89313355154343,0.854577955388023
Maharashtra,Pune,site_292,18.908216409782273,0.9225459595881388
Maharashtra,Navi Mumbai,site_5114,13.699123399699785,0.9008744718467977
Maharashtra,Mumbai,site_5115,13.678601998159214,0.8863572131098807
Maharashtra,Mumbai,site_5398,19.17301564182276,0.8382249071964283
Maharashtra,Solapur,site_302,16.011014462836883,0.7007874036601738
Maharashtra,Chandrapur,site_271,47.09829425165067,0.516138118148219
Maharashtra,Mumbai,site_5119,11.83494159164571,0.884850174521045
Maharashtra,Mumbai,site_5402,33.96758013075137,0.6662976368272061
Maharashtra,Pune,site_5409,27.38709351171142,0.6207705914518125
Maharashtra,Mumbai,site_5399,13.337143540599497,0.9377565537856494
Maharashtra,Mumbai,site_5392,24.055888592664164,0.7549467036393523
Maharashtra,Mumbai,site_5106,12.285957520678402,0.9037393984072739
Maharashtra,Mumbai,site_5394,14.387545775118932,0.9636438698264194
Maharashtra,Aurangabad,site_198,23.487887651332592,0.5812042744952097
Maharashtra,Mumbai,site_5397,3.936918970451006,0.9854016562731308
Maharashtra,Chandrapur,site_295,14.332255194822812,0.7655274983572481
Maharashtra,Nagpur,site_303,28.35353884028428,0.4322520399739337
Maharashtra,Mumbai,site_5412,20.61000341523185,0.7518650921202736
Maharashtra,Mumbai,site_5113,9.04303208800532,0.9232471329265284
Maharashtra,Navi Mumbai,site_5401,16.632808917162453,0.8909384076181941
Maharashtra,Mumbai,site_5107,13.37386575626538,0.8167537592939346
Maharashtra,Mumbai,site_5104,34.189673323121625,0.658300441305928
Maharashtra,Navi Mumbai,site_5103,22.471171839516906,0.7968998735889845
Maharashtra,Mumbai,site_5396,5.792148157856812,0.9838760141207589
Maharashtra,Mumbai,site_5413,10.183196421344267,0.9056175403817619
Maharashtra,Mumbai,site_5403,3.4732613797205896,0.9895055643391427
Maharashtra,Mumbai,site_5102,13.190481196080128,0.8537826505267424
Maharashtra,Mumbai,site_5400,19.355672642218813,0.7155141613825562
Maharashtra,Mumbai,site_5112,8.04420770471237,0.9412210885502764
Tamil Nadu,Ooty,site_5624,6.955035573418054,0.8543783747560284
Tamil Nadu,Hosur,site_5612,0.2434003767272236,0.9999049022971578
Tamil Nadu,Tirupur,site_5607,20.240510208965166,0.7083251634522276
Tamil Nadu,Chennai,site_5092,18.464380860349863,0.6503097101093148
Tamil Nadu,Chennai,site_5361,9.837563270041265,0.8833763361871192
Tamil Nadu,Chennai,site_293,42.30974677430872,0.5710846831234239
Tamil Nadu,Chennai,site_306,40.66841503912469,0.9537704340735698
Tamil Nadu,Chennai,site_5363,11.102138429734833,0.8490635324935645
Tamil Nadu,Chennai,site_5618,11.44435719977569,0.882508953411136
Tamil Nadu,Chennai,site_5364,9.111266469815119,0.8742523559992471
Tamil Nadu,Gummidipoondi,site_5362,23.259143668628422,0.7840978148032379
Tamil Nadu,Chennai,site_5365,27.618241685616027,0.8545859163218902
Tamil Nadu,Salem,site_5622,11.992196721138892,0.8103471297654008
Tamil Nadu,Coimbatore,site_5094,7.969523373545509,0.8279424162856264
Tamil Nadu,Chennai,site_288,27.64732186006581,0.3621311827413243
Tamil Nadu,Ramanathapuram,site_5625,10.184840758304226,0.7440915168860469
Madhya Pradesh,Gwalior,site_5661,35.93778860171208,0.805064040567365
Madhya Pradesh,Dewas,site_1404,18.41424543189882,0.66271441542174
Madhya Pradesh,Pithampur,site_1402,16.44242365279809,0.735071958756533
Madhya Pradesh,Gwalior,site_5667,17.38415981919617,0.9300014677353267
Madhya Pradesh,Bhopal,site_5650,24.908986172973012,0.8682432272203926
Madhya Pradesh,Katni,site_5250,16.9391379922523,0.8991294474269195
Madhya Pradesh,Gwalior,site_5273,14.735724328010782,0.9452303446110166
Madhya Pradesh,Indore,site_5248,13.241457278997402,0.8603304003917351
Madhya Pradesh,Bhopal,site_5247,13.733161287717166,0.8813029277294869
Madhya Pradesh,Mandideep,site_1403,27.97635057811036,0.5717901121378479
Madhya Pradesh,Jabalpur,site_5249,14.543802060668211,0.9092306799674484
Madhya Pradesh,Bhopal,site_5708,11.019943972275366,0.8561883656136916
Kerala,Eloor,site_5105,9.984890655898278,0.5360848380521782
Kerala,Kozhikode,site_5271,5.73794209391732,0.9413212801201474
Kerala,Ernakulam,site_5272,12.894949976895854,0.7451851710890565
Kerala,Thiruvananthapuram,site_5331,7.340536596698896,0.7774340809815249
Kerala,Kollam,site_5334,7.744058474174184,0.8079978811239708
Kerala,Thrissur,site_5390,6.5167722061305104,0.8672564374514351
Kerala,Thiruvananthapuram,site_252,18.11060425928859,0.6514723534653125
Kerala,Kannur,site_5276,6.700370595038965,0.8462372638195952
Andhra Pradesh,Rajamahendravaram,site_1399,9.108194439448384,0.9215528552494576
Andhra Pradesh,Anantapur,site_5632,18.26614509436088,0.03640551639503298
Andhra Pradesh,Chittoor,site_5665,31.129325533008362,0.9405511697272917
Andhra Pradesh,Tirupati,site_5666,11.559179299656659,0.8076016126631032
Andhra Pradesh,Visakhapatnam,site_260,12.780426541179935,0.8521058777421411
Andhra Pradesh,Tirupati,site_258,6.089908063649301,0.9183187690988454
Andhra Pradesh,Vijayawada,site_5685,25.86836080129357,0.8412346306564739
Andhra Pradesh,Amaravati,site_1406,6.89205359435292,0.9417292653298411
Andhra Pradesh,Kadapa,site_5693,40.74265518606253,0.575210439797497
Assam,Guwahati,site_5683,12.872221442147282,0.9069069655085831
Assam,Guwahati,site_5073,18.790494369280818,0.9320866839902011
Assam,Nagaon,site_5706,20.395252944939024,0.8307735672341992
Assam,Silchar,site_5684,6.584014871433325,0.6413213738415744
Assam,Guwahati,site_5651,20.474629999869318,0.889389429683576
Assam,Guwahati,site_5417,14.315730660203796,0.9307500675944307
Assam,Byrnihat,site_5669,53.62166157658714,0.8403290236683547
Assam,Sivasagar,site_5658,4.271778167621169,0.9181318164997306
Assam,Nalbari,site_5668,36.434146646497,0.8446286329389869
Uttarakhand,Dehradun,site_5594,12.86456602557047,0.8651570294685149
Uttarakhand,Kashipur,site_5704,8.637120335456821,0.7987516803210368
Uttarakhand,Rishikesh,site_5703,2.386480947480873,0.9501323410687896
Chandigarh,Chandigarh,site_5127,9.957318480391208,0.887781489588238
Chandigarh,Chandigarh,site_5491,15.009592363555086,0.8707502621213505
Chandigarh,Chandigarh,site_5582,12.179795823521555,0.9538740133744272
Tripura,Agartala,site_5377,20.040502827719106,0.8152043436473817
Tripura,Agartala,site_5587,16.01106376703693,0.9360209469669765
Delhi,Delhi,site_1428,23.638181269782176,0.9411095364014829
Delhi,Delhi,site_1434,30.693056496320892,0.9252441590129434
Delhi,Delhi,site_1562,16.74144823105477,0.957948602904449
Delhi,Delhi,site_1427,20.025805698810853,0.9291022967378338
Delhi,Delhi,site_122,37.14075502754964,0.8466607697499952
Delhi,Delhi,site_1426,26.413732222547623,0.9327073631457992
Delhi,Delhi,site_1432,27.750191008552402,0.9241494211324062
Delhi,Delhi,site_1421,20.47605696649608,0.9437998689640525
Delhi,Delhi,site_1560,35.33197542637474,0.898564291578255
Delhi,Delhi,site_113,40.08821975672527,0.7328330995473562
Delhi,Delhi,site_1430,30.632464752373526,0.929277969949385
Delhi,Delhi,site_1429,28.323650496209886,0.9483419157555556
Delhi,Delhi,site_115,39.78053765247006,0.7125546317028015
Delhi,Delhi,site_124,69.62580168000997,0.7050899533163971
Delhi,Delhi,site_114,57.89401953156793,0.9179308339425011
Delhi,Delhi,site_1561,36.35217326674444,0.9087544896178232
Delhi,Delhi,site_5024,23.265546617307468,0.9434056139736424
Delhi,Delhi,site_125,47.74471683967371,0.832054419779098
Delhi,Delhi,site_301,45.45714288071128,0.8648022282730666
Delhi,Delhi,site_1425,21.413445532252243,0.9391135199216155
Delhi,Delhi,site_1435,35.14661834567607,0.8989549942429972
Delhi,Delhi,site_5393,37.415629168858175,0.7147275026497223
Delhi,Delhi,site_1563,23.079934149018143,0.9354201853929145
Delhi,Delhi,site_1422,32.462531295361345,0.8855451622104644
Delhi,Delhi,site_1420,25.757952859069043,0.9421134537348377
Delhi,Delhi,site_1431,27.221277320375805,0.930812293284761
Delhi,Delhi,site_1424,22.28299660683956,0.9424269267624028
Delhi,Delhi,site_1423,32.26119572973434,0.9286801378557505
