id,name,latitude,longitude,state,city,start_month,start_month_num,year
site_1391,"RIICO Ind. Area III, Bhiwadi - RSPCB",28.194909000000003,76.862296,Rajasthan,Bhiwadi,October,10,2017
site_5696,"MM Ground, Bikaner - RSPCB",28.018791999999998,73.29265799999999,Rajasthan,Bikaner,February,2,2023
site_5771,"New Colony, Bundi - RSPCB",25.435774,75.644272,Rajasthan,Bundi,April,4,2023
site_5712,"Shastri Nagar, Chittorgarh - RSPCB",24.892047,74.623527,Rajasthan,Chittorgarh,February,2,2023
site_5699,"Subash Chowk, Churu - RSPCB",28.296139,74.96169599999999,Rajasthan,Churu,February,2,2023
site_5713,"Khatikan Mohalla, Dausa - RSPCB",26.895552000000002,76.334753,Rajasthan,Dausa,February,2,2023
site_5700,"Raja Ganj, Dholpur - RSPCB",26.699557000000002,77.898881,Rajasthan,Dholpur,February,2,2023
site_5715,"Housing Board, Hanumangarh - RSPCB",29.61075,74.283608,Rajasthan,Hanumangarh,February,2,2023
site_134,"Police Commissionerate, Jaipur - RSPCB",26.9164092,75.7994901,Rajasthan,Jaipur,June,6,2017
site_1393,"Adarsh Nagar, Jaipur - RSPCB",26.902909,75.83685799999999,Rajasthan,Jaipur,October,10,2017
site_1396,"Shastri Nagar, Jaipur - RSPCB",26.9502929,75.73094300000001,Rajasthan,Jaipur,October,10,2017
site_5725,"Mansarovar Sector-12, Jaipur - RSPCB",26.843698,75.766894,Rajasthan,Jaipur,March,3,2023
site_5727,"Sector-2 Murlipura, Jaipur - RSPCB",26.960669,75.771817,Rajasthan,Jaipur,March,3,2023
site_5772,"Sadar Bazar, Jaisalmer - RSPCB",26.912328999999996,70.90916800000001,Rajasthan,Jaisalmer,April,4,2023
site_5724,"Rajlaxmi Nagar, Jhalawar - RSPCB",24.588397,76.172782,Rajasthan,Jhalawar,March,3,2023
site_5717,"Indra Nagar, Jhunjhunu - RSPCB",28.108988,75.386577,Rajasthan,Jhunjhunu,March,3,2023
site_136,"Collectorate, Jodhpur - RSPCB",26.268248999999997,73.0193853,Rajasthan,Jodhpur,November,11,2015
site_5694,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.253384000000004,72.97657099999999,Rajasthan,Jodhpur,February,2,2023
site_5720,"Jhalamand, Jodhpur - RSPCB",26.215415000000004,73.07015600000001,Rajasthan,Jodhpur,March,3,2023
site_5726,"Digari Kalan, Jodhpur - RSPCB",26.295809999999996,73.08228299999999,Rajasthan,Jodhpur,April,4,2023
site_5773,"Mandor, Jodhpur - RSPCB",26.358805,73.047444,Rajasthan,Jodhpur,April,4,2023
site_5723,"Satyawati Vihar, Karauli - RSPCB",26.506177,77.025989,Rajasthan,Karauli,March,3,2023
site_1394,"Shrinath Puram, Kota - RSPCB",25.14389,75.821256,Rajasthan,Kota,October,10,2017
site_5701,"Nayapura, Kota - RSPCB",25.196023999999998,75.85566800000001,Rajasthan,Kota,February,2,2023
site_5707,"Dhanmandi, Kota - RSPCB",25.164089999999998,75.858137,Rajasthan,Kota,February,2,2023
site_1395,"Indira Colony Vistar, Pali - RSPCB",25.771061,73.340227,Rajasthan,Pali,October,10,2017
site_5721,"Pragati Nagar, Pratapgarh - RSPCB",24.041198,74.780702,Rajasthan,Pratapgarh,March,3,2023
site_5718,"Dhoinda, Rajsamand - RSPCB",25.036360000000002,73.88350200000001,Rajasthan,Rajsamand,March,3,2023
site_5716,"Sahu Nagar, Sawai Madhopur - RSPCB",26.031443,76.35932700000001,Rajasthan,Sawai Madhopur,February,2,2023
site_5722,"Radhakishan Pura, Sikar - RSPCB",27.608912,75.153302,Rajasthan,Sikar,March,3,2023
site_5705,"Vedhaynath Colony, Sirohi - RSPCB",24.885261,72.857549,Rajasthan,Sirohi,February,2,2023
site_5719,"Old City, Sri Ganganagar - RSPCB",29.931624,73.864511,Rajasthan,Sri Ganganagar,March,3,2023
site_5702,"Shastri Nagar, Tonk - RSPCB",26.159933,75.780517,Rajasthan,Tonk,February,2,2023
site_1397,"Ashok Nagar, Udaipur - RSPCB",24.5886166,73.6321397,Rajasthan,Udaipur,October,10,2017
site_5590,"Zero Point GICI, Gangtok - SSPCB",27.33853,88.614099,Sikkim,Gangtok,April,4,2022
site_5606,"Keelapalur, Ariyalur - TNPCB",11.06825,79.07033,Tamil Nadu,Ariyalur,December,12,2022
site_5605,"Crescent University, Chengalpattu - TNPCB",12.877731599999999,80.08348070000001,Tamil Nadu,Chengalpattu,August,8,2022
site_288,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,Tamil Nadu,Chennai,January,1,2010
site_5092,"Manali Village, Chennai - TNPCB",13.1662,80.2584,Tamil Nadu,Chennai,March,3,2019
site_306,"Manali, Chennai - CPCB",13.164544,80.26285,Tamil Nadu,Chennai,January,1,2010
site_5361,"Arumbakkam, Chennai - TNPCB",13.0664,80.2112,Tamil Nadu,Chennai,November,11,2020
site_5363,"Perungudi, Chennai - TNPCB",12.9533,80.2357,Tamil Nadu,Chennai,December,12,2020
site_5364,"Royapuram, Chennai - TNPCB",13.1036,80.2909,Tamil Nadu,Chennai,November,11,2020
site_5365,"Kodungaiyur, Chennai - TNPCB",13.1278,80.2642,Tamil Nadu,Chennai,November,11,2020
site_5618,"Gandhi Nagar_Ennore, Chennai - TNPCB",13.218341,80.32027,Tamil Nadu,Chennai,August,8,2022
site_293,"Alandur Bus Depot, Chennai - CPCB",12.909916099999998,80.1076538,Tamil Nadu,Chennai,January,1,2010
site_5094,"SIDCO Kurichi, Coimbatore - TNPCB",10.942451,76.978996,Tamil Nadu,Coimbatore,June,6,2019
site_5623,"PSG College of Arts and Science, Coimbatore - TNPCB",11.0328,77.0349,Tamil Nadu,Coimbatore,September,9,2022
site_5611,"Semmandalam, Cuddalore - TNPCB",11.7637683,79.7499835,Tamil Nadu,Cuddalore,March,3,2023
site_5621,"Kudikadu, Cuddalore - TNPCB",11.6829898,79.7532099,Tamil Nadu,Cuddalore,March,3,2023
site_5608,"Mendonsa Colony, Dindigul - TNPCB",10.358535,77.984321,Tamil Nadu,Dindigul,September,9,2022
site_5362,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",13.4127,80.1081,Tamil Nadu,Gummidipoondi,January,1,2021
site_5612,"SIPCOT Phase-1, Hosur - TNPCB",12.746998,77.813811,Tamil Nadu,Hosur,August,8,2022
site_5619,"Kilambi, Kanchipuram - TNPCB",12.864618,79.659968,Tamil Nadu,Kanchipuram,October,10,2022
site_5624,"Bombay Castel, Ooty - TNPCB",11.4068288,76.7138973,Tamil Nadu,Ooty,August,8,2022
site_5626,"Bharathidasan University, Palkalaiperur - TNPCB",10.681158,78.74174599999999,Tamil Nadu,Palkalaiperur,March,3,2023
site_5625,"Chalai Bazaar, Ramanathapuram - TNPCB",9.36399,78.831977,Tamil Nadu,Ramanathapuram,August,8,2022
site_5622,"Sona College of Technology, Salem - TNPCB",11.679111,78.125052,Tamil Nadu,Salem,August,8,2022
site_5367,"Meelavittan, Thoothukudi - TNPCB",8.816428,78.099039,Tamil Nadu,Thoothukudi,November,11,2020
site_5607,"Kumaran College, Tirupur - TNPCB",11.0973603,77.3228673,Tamil Nadu,Tirupur,August,8,2022
site_5615,"Vasanthapuram, Vellore - TNPCB",12.909494,79.131861,Tamil Nadu,Vellore,August,8,2022
site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",17.5184,78.278777,Telangana,Hyderabad,February,2,2017
site_262,"Central University, Hyderabad - TSPCB",17.460103,78.334361,Telangana,Hyderabad,June,6,2017
site_199,"Bollaram Industrial Area, Hyderabad - TSPCB",17.540891000000002,78.358528,Telangana,Hyderabad,February,2,2017
site_275,"IDA Pashamylaram, Hyderabad - TSPCB",17.5316895,78.218939,Telangana,Hyderabad,September,9,2016
site_294,"Sanathnagar, Hyderabad - TSPCB",17.455945800000002,78.4332152,Telangana,Hyderabad,November,11,2010
site_298,"Zoo Park, Hyderabad - TSPCB",17.349694,78.451437,Telangana,Hyderabad,September,9,2015
site_5595,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,Telangana,Hyderabad,May,5,2022
site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.470431,78.566959,Telangana,Hyderabad,May,5,2022
site_5597,"IITH Kandi, Hyderabad - TSPCB",17.585704999999997,78.126199,Telangana,Hyderabad,May,5,2022
site_5598,"Somajiguda, Hyderabad - TSPCB",17.417094,78.457437,Telangana,Hyderabad,May,5,2022
site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",17.544898999999997,78.486949,Telangana,Hyderabad,May,5,2022
site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17.429398000000003,78.569354,Telangana,Hyderabad,May,5,2022
site_5602,"Ramachandrapuram, Hyderabad - TSPCB",17.528544,78.28619499999999,Telangana,Hyderabad,June,6,2022
site_5604,"Kokapet, Hyderabad - TSPCB",17.393559,78.33919399999999,Telangana,Hyderabad,June,6,2022
site_5377,"Kunjaban, Agartala - Tripura SPCB",23.862827600000003,91.2887362,Tripura,Agartala,November,11,2020
site_5587,"Bardowali, Agartala - Tripura SPCB",23.8175497,91.2726974,Tripura,Agartala,March,3,2022
site_307,"Sanjay Palace, Agra - UPPCB",27.19865833,78.00598056,Uttar Pradesh,Agra,September,9,2010
site_5463,"Shastripuram, Agra - UPPCB",27.198620000000002,77.92066,Uttar Pradesh,Agra,June,6,2021
site_5464,"Manoharpur, Agra - UPPCB",27.237109999999998,78.01935999999999,Uttar Pradesh,Agra,June,6,2021
site_5465,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27.19412,77.96236999999999,Uttar Pradesh,Agra,June,6,2021
site_5482,"Rohta, Agra - UPPCB",27.106972,78.000111,Uttar Pradesh,Agra,July,7,2021
site_5501,"Shahjahan Garden, Agra - UPPCB",27.169338,78.03582,Uttar Pradesh,Agra,September,9,2021
site_1569,"New Collectorate, Baghpat - UPPCB",28.974801,77.21335699999999,Uttar Pradesh,Baghpat,July,7,2018
site_5585,"Sardar Patel Inter College, Baghpat - UPPCB",28.964949,77.278761,Uttar Pradesh,Baghpat,January,1,2022
site_5628,"Civil Lines, Bareilly - UPPCB",28.359581,79.414455,Uttar Pradesh,Bareilly,August,8,2022
site_5601,"Rajendra Nagar, Bareilly - UPPCB",28.38910936,79.42963708,Uttar Pradesh,Bareilly,May,5,2022
site_1542,"Yamunapuram, Bulandshahr - UPPCB",28.406963,77.84983100000001,Uttar Pradesh,Bulandshahr,May,5,2018
site_5480,"Nagla Bhau, Firozabad - UPPCB",27.168896999999998,78.37696,Uttar Pradesh,Firozabad,July,7,2021
site_5584,"Vibhab Nagar, Firozabad - UPPCB",27.1594,78.3953,Uttar Pradesh,Firozabad,February,2,2022
site_144,"Vasundhara, Ghaziabad - UPPCB",28.660334600000002,77.3572563,Uttar Pradesh,Ghaziabad,September,9,2017
site_5081,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839,Uttar Pradesh,Ghaziabad,February,2,2019
site_5082,"Indirapuram, Ghaziabad - UPPCB",28.646233000000002,77.358075,Uttar Pradesh,Ghaziabad,February,2,2019
site_5083,"Loni, Ghaziabad - UPPCB",28.757294,77.27879200000001,Uttar Pradesh,Ghaziabad,February,2,2019
site_5472,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.730135999999998,83.433859,Uttar Pradesh,Gorakhpur,June,6,2021
site_1541,"Knowledge Park - III, Greater Noida - UPPCB",28.472720000000002,77.482,Uttar Pradesh,Greater Noida,May,5,2018
site_5121,"Knowledge Park - V, Greater Noida - UPPCB",28.557053999999997,77.453663,Uttar Pradesh,Greater Noida,June,6,2019
site_5023,"Anand Vihar, Hapur - UPPCB",28.725645,77.749675,Uttar Pradesh,Hapur,October,10,2018
site_5583,"Shivaji Nagar, Jhansi - UPPCB",25.4547,78.6039,Uttar Pradesh,Jhansi,February,2,2022
site_276,"Nehru Nagar, Kanpur - UPPCB",26.4703136,80.3229863,Uttar Pradesh,Kanpur,September,9,2010
site_5416,"IITK, Kanpur - IITK",26.511739000000002,80.235136,Uttar Pradesh,Kanpur,December,12,2020
site_5474,"NSI Kalyanpur, Kanpur - UPPCB",26.509953999999997,80.249612,Uttar Pradesh,Kanpur,July,7,2021
site_5500,"FTI Kidwai Nagar, Kanpur - UPPCB",26.428282,80.327067,Uttar Pradesh,Kanpur,September,9,2021
site_5603,"Kalindi Kunj, Khurja - UPPCB",28.234892699999996,77.8683002,Uttar Pradesh,Khurja,June,6,2022
site_272,"Kendriya Vidyalaya, Lucknow - CPCB",26.906111,80.948222,Uttar Pradesh,Lucknow,January,1,2010
site_277,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,Uttar Pradesh,Lucknow,January,1,2010
site_297,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.89173609999999,Uttar Pradesh,Lucknow,January,1,2010
site_1405,"Nishant Ganj, Lucknow - UPPCB",26.871428,80.957145,Uttar Pradesh,Lucknow,December,12,2017
site_5128,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,Uttar Pradesh,Lucknow,August,8,2019
site_5460,"B R Ambedkar University, Lucknow - UPPCB",26.766433000000003,80.927299,Uttar Pradesh,Lucknow,June,6,2021
site_5462,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.90723,80.98579000000001,Uttar Pradesh,Lucknow,July,7,2021
site_5109,"Jai Bhim Nagar, Meerut - UPPCB",28.9535882,77.7622941,Uttar Pradesh,Meerut,June,6,2019
site_5257,"Pallavpuram Phase 2, Meerut - UPPCB",29.063509999999997,77.709723,Uttar Pradesh,Meerut,October,10,2019
site_5258,"Ganga Nagar, Meerut - UPPCB",28.999264,77.7590354,Uttar Pradesh,Meerut,October,10,2019
site_5613,"Transport Nagar, Moradabad - UPPCB",28.802625,78.75372800000001,Uttar Pradesh,Moradabad,June,6,2022
site_1398,"Lajpat Nagar, Moradabad - UPPCB",28.825340999999998,78.7213009,Uttar Pradesh,Moradabad,November,11,2017
site_5537,"Employment Office, Moradabad - UPPCB",28.885279999999998,78.7388,Uttar Pradesh,Moradabad,November,11,2021
site_5554,"Buddhi Vihar, Moradabad - UPPCB",28.835259999999998,78.7446,Uttar Pradesh,Moradabad,December,12,2021
site_5555,"Jigar Colony, Moradabad - UPPCB",28.856664000000002,78.772638,Uttar Pradesh,Moradabad,December,12,2021
site_5556,"Eco Herbal Park, Moradabad - UPPCB",28.840739000000003,78.69753100000001,Uttar Pradesh,Moradabad,January,1,2022
site_5620,"Kashiram Nagar, Moradabad - UPPCB",28.849399,78.742362,Uttar Pradesh,Moradabad,June,6,2022
site_1550,"New Mandi, Muzaffarnagar - UPPCB",29.472350800000005,77.7194031,Uttar Pradesh,Muzaffarnagar,June,6,2018
site_5123,"Sector-1, Noida - UPPCB",28.5898,77.3101,Uttar Pradesh,Noida,June,6,2019
site_153,"Sector - 125, Noida - UPPCB",28.544760800000002,77.32312569999999,Uttar Pradesh,Noida,September,9,2017
site_111,"Sector - 62, Noida - IMD",28.6245479,77.3577104,Uttar Pradesh,Noida,December,12,2012
site_5122,"Sector-116, Noida - UPPCB",28.569229999999997,77.39384799999999,Uttar Pradesh,Noida,June,6,2019
site_5459,"Motilal Nehru NIT, Prayagraj - UPPCB",25.494,81.863,Uttar Pradesh,Prayagraj,June,6,2021
site_5461,"Jhunsi, Prayagraj - UPPCB",25.425601999999998,81.917152,Uttar Pradesh,Prayagraj,June,6,2021
site_5484,"Nagar Nigam, Prayagraj - UPPCB",25.44919916,81.82735986,Uttar Pradesh,Prayagraj,July,7,2021
site_5468,"IESD Banaras Hindu University, Varanasi - UPPCB",25.262326,82.995408,Uttar Pradesh,Varanasi,June,6,2021
site_273,"Ardhali Bazar, Varanasi - UPPCB",25.3505986,82.9083074,Uttar Pradesh,Varanasi,September,9,2010
site_5469,"Bhelupur, Varanasi - UPPCB",25.301778,82.996789,Uttar Pradesh,Varanasi,June,6,2021
site_5475,"Maldahiya, Varanasi - UPPCB",25.323929999999997,82.99687,Uttar Pradesh,Varanasi,July,7,2021
site_5483,"Omex Eternity, Vrindavan - UPPCB",27.571409000000003,77.655757,Uttar Pradesh,Vrindavan,August,8,2021
site_5594,"Doon University, Dehradun - UKPCB",30.269444,78.044167,Uttarakhand,Dehradun,April,4,2022
site_5704,"Govt. Girls Inter College, Kashipur - UKPCB",29.2124114,78.96117530000001,Uttarakhand,Kashipur,February,2,2023
site_5703,"Shivaji Nagar, Rishikesh - UKPCB",30.075910999999998,78.2859547,Uttarakhand,Rishikesh,February,2,2023
site_1418,"Asansol Court Area, Asansol - WBPCB",23.685297,86.94596800000001,West Bengal,Asansol,February,2,2018
site_299,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",23.540435199999997,87.2892225,West Bengal,Durgapur,June,6,2016
site_300,"Priyambada Housing Estate, Haldia - WBPCB",22.060470000000002,88.109737,West Bengal,Haldia,November,11,2015
site_274,"Ghusuri, Howrah - WBPCB",22.611968,88.347422,West Bengal,Howrah,December,12,2015
site_1416,"Padmapukur, Howrah - WBPCB",22.5687319,88.2797276,West Bengal,Howrah,January,1,2018
site_5101,"Belur Math, Howrah - WBPCB",22.629801,88.352017,West Bengal,Howrah,May,5,2019
site_296,"Rabindra Bharati University, Kolkata - WBPCB",22.627847,88.380669,West Bengal,Kolkata,June,6,2016
site_309,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,West Bengal,Kolkata,December,12,2015
site_5110,"Fort William, Kolkata - WBPCB",22.556639999999998,88.342674,West Bengal,Kolkata,May,5,2019
site_5111,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,West Bengal,Kolkata,June,6,2019
site_5126,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35141999999999,West Bengal,Kolkata,August,8,2019
site_5129,"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,West Bengal,Kolkata,August,8,2019
site_5238,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022,West Bengal,Kolkata,August,8,2019
site_1419,"Ward-32 Bapupara, Siliguri - WBPCB",26.6883049,88.41266800000001,West Bengal,Siliguri,February,2,2018
